Location,Phase,Cheese,Charm,Mouse,,,,,,,,,
Slushy Shoreline,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Softserve,Yeti,10.04%,Softserve,,,,,,,
Slushy Shoreline,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Softserve,Polar Bear,9.62%,Softserve,,,,,,,
Slushy Shoreline,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Softserve,Saboteur,9.97%,Softserve,,,,,,,
Slushy Shoreline,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Softserve,Icebreaker,9.85%,Softserve,,,,,,,
Slushy Shoreline,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Softserve,Snow Bowler,5.15%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Living Ice,17.39%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Chipper,14.95%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Icebreaker,9.80%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Polar Bear,10.06%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Snow Slinger,10.89%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Snow Sniper,10.80%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Snow Soldier,9.85%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Yeti,5.61%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Saboteur,5.51%,Softserve,,,,,,,
Slushy Shoreline,-,SB+,Softserve,Snow Bowler,5.14%,Softserve,,,,,,,
Sunken City,Docked,Fishy Fromage,-,Enginseer,20.08%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,Hydrologist,20.07%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,Elite Guardian,15.96%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,Clumsy Carrier,14.08%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,City Worker,10.00%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,Sunken Citizen,9.97%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,Oxygen Baron,4.94%,,,,,,,,
Sunken City,Docked,Fishy Fromage,-,City Noble,4.91%,,,,,,,,
Sunken City,Docked,Gouda,-,City Noble,39.20%,,,,,,,,
Sunken City,Docked,Gouda,-,Sunken Citizen,35.96%,,,,,,,,
Sunken City,Docked,Gouda,-,City Worker,24.83%,,,,,,,,
Sunken City,Docked,Brie,-,Sunken Citizen,43.47%,,,,,,,,
Sunken City,Docked,Brie,-,City Noble,40.97%,,,,,,,,
Sunken City,Docked,Brie,-,City Worker,15.56%,,,,,,,,
Sunken City,Docked,SB+,-,Sunken Citizen,26.96%,,,,,,,,
Sunken City,Docked,SB+,-,City Noble,26.73%,,,,,,,,
Sunken City,Docked,SB+,-,City Worker,25.97%,,,,,,,,
Sunken City,Docked,SB+,-,Hydrologist,20.34%,,,,,,,,
Sunken City,Shallow Shoals,SB+/Gouda,-,Manatee,24.97%,,,,,,,,
Sunken City,Shallow Shoals,SB+/Gouda,-,Cuttle,24.94%,,,,,,,,
Sunken City,Shallow Shoals,SB+/Gouda,-,Puffer,24.87%,,,,,,,,
Sunken City,Shallow Shoals,SB+/Gouda,-,Mlounder Flounder,15.51%,,,,,,,,
Sunken City,Shallow Shoals,SB+/Gouda,-,Clownfish,9.72%,,,,,,,,
Sunken City,Coral Reef,SB+/Gouda,-,Seadragon,25.27%,,,,,,,,
Sunken City,Coral Reef,SB+/Gouda,-,Coral Cuddler,24.53%,,,,,,,,
Sunken City,Coral Reef,SB+/Gouda,-,Cuttle,19.96%,,,,,,,,
Sunken City,Coral Reef,SB+/Gouda,-,Coral,19.64%,,,,,,,,
Sunken City,Coral Reef,SB+/Gouda,-,Clownfish,5.43%,,,,,,,,
Sunken City,Coral Reef,SB+/Gouda,-,Mlounder Flounder,5.19%,,,,,,,,
Sunken City,School of Mice,SB+/Gouda,-,Guppy,24.62%,,,,,,,,
Sunken City,School of Mice,SB+/Gouda,-,School of Mish,24.55%,,,,,,,,
Sunken City,School of Mice,SB+/Gouda,-,Puffer,20.53%,,,,,,,,
Sunken City,School of Mice,SB+/Gouda,-,Tadpole,19.80%,,,,,,,,
Sunken City,School of Mice,SB+/Gouda,-,Clownfish,5.42%,,,,,,,,
Sunken City,School of Mice,SB+/Gouda,-,Mlounder Flounder,5.07%,,,,,,,,
Sunken City,Rocky Outcrop,SB+/Gouda,-,Crabolia,24.78%,,,,,,,,
Sunken City,Rocky Outcrop,SB+/Gouda,-,Bottom Feeder,24.33%,,,,,,,,
Sunken City,Rocky Outcrop,SB+/Gouda,-,Barnacle Beautician,20.28%,,,,,,,,
Sunken City,Rocky Outcrop,SB+/Gouda,-,Manatee,20.00%,,,,,,,,
Sunken City,Rocky Outcrop,SB+/Gouda,-,Clownfish,5.33%,,,,,,,,
Sunken City,Rocky Outcrop,SB+/Gouda,-,Mlounder Flounder,5.27%,,,,,,,,
Sunken City,Sand Dollar Sea Bar,SB+/Gouda,-,Sand Dollar Diver,34.52%,,,,,,,,
Sunken City,Sand Dollar Sea Bar,SB+/Gouda,-,Saltwater Axolotl,30.31%,,,,,,,,
Sunken City,Sand Dollar Sea Bar,SB+/Gouda,-,Sand Dollar Queen,24.65%,,,,,,,,
Sunken City,Sand Dollar Sea Bar,SB+/Gouda,-,Mlounder Flounder,10.51%,,,,,,,,
Sunken City,Feeding Grounds,SB+/Gouda,-,Barracuda,34.79%,,,,,,,,
Sunken City,Feeding Grounds,SB+/Gouda,-,Spear Fisher,29.79%,,,,,,,,
Sunken City,Feeding Grounds,SB+/Gouda,-,Derpshark,24.60%,,,,,,,,
Sunken City,Feeding Grounds,SB+/Gouda,-,Clownfish,10.82%,,,,,,,,
Sunken City,Sea Floor,SB+/Gouda,-,Stingray,19.15%,,,,,,,,
Sunken City,Sea Floor,SB+/Gouda,-,Cuttle,16.68%,,,,,,,,
Sunken City,Sea Floor,SB+/Gouda,-,Puffer,16.65%,,,,,,,,
Sunken City,Sea Floor,SB+/Gouda,-,Koimaid,16.11%,,,,,,,,
Sunken City,Sea Floor,SB+/Gouda,-,Jellyfish,15.81%,,,,,,,,
Sunken City,Sea Floor,SB+/Gouda,-,Manatee,15.60%,,,,,,,,
Sunken City,Coral Garden,SB+/Gouda,-,Seadragon,18.16%,,,,,,,,
Sunken City,Coral Garden,SB+/Gouda,-,Coral,18.10%,,,,,,,,
Sunken City,Coral Garden,SB+/Gouda,-,Coral Harvester,16.57%,,,,,,,,
Sunken City,Coral Garden,SB+/Gouda,-,Coral Gardener,16.40%,,,,,,,,
Sunken City,Coral Garden,SB+/Gouda,-,Jellyfish,15.44%,,,,,,,,
Sunken City,Coral Garden,SB+/Gouda,-,Coral Dragon,15.34%,,,,,,,,
Sunken City,Mermouse Den,SB+/Gouda,-,Guppy,18.88%,,,,,,,,
Sunken City,Mermouse Den,SB+/Gouda,-,Tadpole,18.38%,,,,,,,,
Sunken City,Mermouse Den,SB+/Gouda,-,Octomermaid,16.59%,,,,,,,,
Sunken City,Mermouse Den,SB+/Gouda,-,Mermousette,16.42%,,,,,,,,
Sunken City,Mermouse Den,SB+/Gouda,-,Koimaid,14.91%,,,,,,,,
Sunken City,Mermouse Den,SB+/Gouda,-,Mershark,14.82%,,,,,,,,
Sunken City,Shipwreck,SB+/Gouda,-,Crabolia,18.38%,,,,,,,,
Sunken City,Shipwreck,SB+/Gouda,-,Barnacle Beautician,17.94%,,,,,,,,
Sunken City,Shipwreck,SB+/Gouda,-,Pirate Anchor,16.90%,,,,,,,,
Sunken City,Shipwreck,SB+/Gouda,-,Dread Pirate Mousert,16.63%,,,,,,,,
Sunken City,Shipwreck,SB+/Gouda,-,Deep Sea Diver,15.15%,,,,,,,,
Sunken City,Shipwreck,SB+/Gouda,-,Stingray,15.00%,,,,,,,,
Sunken City,Pearl Patch,SB+/Gouda,-,Sand Dollar Queen,36.34%,,,,,,,,
Sunken City,Pearl Patch,SB+/Gouda,-,Pearl Diver,29.50%,,,,,,,,
Sunken City,Pearl Patch,SB+/Gouda,-,Pearl,18.60%,,,,,,,,
Sunken City,Pearl Patch,SB+/Gouda,-,Saltwater Axolotl,15.57%,,,,,,,,
Sunken City,Carnivore Cove,SB+/Gouda,-,Derpshark,30.29%,,,,,,,,
Sunken City,Carnivore Cove,SB+/Gouda,-,Carnivore,26.41%,,,,,,,,
Sunken City,Carnivore Cove,SB+/Gouda,-,Spear Fisher,24.34%,,,,,,,,
Sunken City,Carnivore Cove,SB+/Gouda,-,Serpent Monster,18.96%,,,,,,,,
Sunken City,Murky Depths,SB+/Gouda,-,Eel,18.35%,,,,,,,,
Sunken City,Murky Depths,SB+/Gouda,-,Koimaid,17.34%,,,,,,,,
Sunken City,Murky Depths,SB+/Gouda,-,Jellyfish,16.67%,,,,,,,,
Sunken City,Murky Depths,SB+/Gouda,-,Angelfish,16.56%,,,,,,,,
Sunken City,Murky Depths,SB+/Gouda,-,Betta,16.39%,,,,,,,,
Sunken City,Murky Depths,SB+/Gouda,-,Stingray,14.70%,,,,,,,,
Sunken City,Coral Castle,SB+/Gouda,-,Coral Gardener,17.84%,,,,,,,,
Sunken City,Coral Castle,SB+/Gouda,-,Coral Dragon,17.54%,,,,,,,,
Sunken City,Coral Castle,SB+/Gouda,-,Coral Guard,16.93%,,,,,,,,
Sunken City,Coral Castle,SB+/Gouda,-,Turret Guard,16.86%,,,,,,,,
Sunken City,Coral Castle,SB+/Gouda,-,Angelfish,15.87%,,,,,,,,
Sunken City,Coral Castle,SB+/Gouda,-,Coral Queen,14.96%,,,,,,,,
Sunken City,Lost Ruins,SB+/Gouda,-,Mershark,18.33%,,,,,,,,
Sunken City,Lost Ruins,SB+/Gouda,-,Octomermaid,18.02%,,,,,,,,
Sunken City,Lost Ruins,SB+/Gouda,-,Old One,16.92%,,,,,,,,
Sunken City,Lost Ruins,SB+/Gouda,-,Angler,16.72%,,,,,,,,
Sunken City,Lost Ruins,SB+/Gouda,-,Urchin King,15.04%,,,,,,,,
Sunken City,Lost Ruins,SB+/Gouda,-,Betta,14.97%,,,,,,,,
Sunken City,Haunted Shipwreck,SB+/Gouda,-,Deep Sea Diver,18.29%,,,,,,,,
Sunken City,Haunted Shipwreck,SB+/Gouda,-,Pirate Anchor,17.95%,,,,,,,,
Sunken City,Haunted Shipwreck,SB+/Gouda,-,Sunken Banshee,17.39%,,,,,,,,
Sunken City,Haunted Shipwreck,SB+/Gouda,-,Swashblade,16.54%,,,,,,,,
Sunken City,Haunted Shipwreck,SB+/Gouda,-,Deranged Deckhand,15.09%,,,,,,,,
Sunken City,Haunted Shipwreck,SB+/Gouda,-,Eel,14.74%,,,,,,,,
Sunken City,Sunken Treasure,SB+/Gouda,-,Pearl,34.63%,,,,,,,,
Sunken City,Sunken Treasure,SB+/Gouda,-,Treasure Hoarder,33.25%,,,,,,,,
Sunken City,Sunken Treasure,SB+/Gouda,-,Pearl Diver,19.77%,,,,,,,,
Sunken City,Sunken Treasure,SB+/Gouda,-,Treasure Keeper,12.34%,,,,,,,,
Sunken City,Monster Trench,SB+/Gouda,-,Ancient of the Deep,30.62%,,,,,,,,
Sunken City,Monster Trench,SB+/Gouda,-,Serpent Monster,30.59%,,,,,,,,
Sunken City,Monster Trench,SB+/Gouda,-,Carnivore,24.15%,,,,,,,,
Sunken City,Monster Trench,SB+/Gouda,-,Tritus,14.64%,,,,,,,,
Sunken City,Oxygen Stream,SB+/Gouda,-,Stingray,19.49%,,,,,,,,
Sunken City,Oxygen Stream,SB+/Gouda,-,Cuttle,17.65%,,,,,,,,
Sunken City,Oxygen Stream,SB+/Gouda,-,Puffer,16.54%,,,,,,,,
Sunken City,Oxygen Stream,SB+/Gouda,-,Koimaid,15.53%,,,,,,,,
Sunken City,Oxygen Stream,SB+/Gouda,-,Manatee,15.44%,,,,,,,,
Sunken City,Oxygen Stream,SB+/Gouda,-,Jellyfish,15.35%,,,,,,,,
Sunken City,Deep Oxygen Stream,SB+/Gouda,-,Eel,20.12%,,,,,,,,
Sunken City,Deep Oxygen Stream,SB+/Gouda,-,Betta,17.59%,,,,,,,,
Sunken City,Deep Oxygen Stream,SB+/Gouda,-,Jellyfish,16.92%,,,,,,,,
Sunken City,Deep Oxygen Stream,SB+/Gouda,-,Angelfish,15.85%,,,,,,,,
Sunken City,Deep Oxygen Stream,SB+/Gouda,-,Koimaid,14.95%,,,,,,,,
Sunken City,Deep Oxygen Stream,SB+/Gouda,-,Stingray,14.56%,,,,,,,,
Sunken City,Magma Flow,SB+/Gouda,-,Eel,19.00%,,,,,,,,
Sunken City,Magma Flow,SB+/Gouda,-,Treasure Keeper,16.96%,,,,,,,,
Sunken City,Magma Flow,SB+/Gouda,-,Treasure Hoarder,16.86%,,,,,,,,
Sunken City,Magma Flow,SB+/Gouda,-,Betta,16.36%,,,,,,,,
Sunken City,Magma Flow,SB+/Gouda,-,Angelfish,16.14%,,,,,,,,
Sunken City,Magma Flow,SB+/Gouda,-,Serpent Monster,14.68%,,,,,,,,
Sunken City,Lair of the Ancients,SB+/Gouda,-,Ancient of the Deep,65.05%,,,,,,,,
Sunken City,Lair of the Ancients,SB+/Gouda,-,Tritus,34.95%,,,,,,,,
Tournament Hall,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Diamond,20.00%,,,,,,,,
Tournament Hall,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Gold,19.53%,,,,,,,,
Tournament Hall,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Lightning Rod,19.05%,,,,,,,,
Tournament Hall,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Pugilist,17.87%,,,,,,,,
Tournament Hall,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Dwarf,17.04%,,,,,,,,
Tournament Hall,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Burglar,6.51%,,,,,,,,
Tournament Hall,-,SB+,-,Diamond,13.72%,,,,,,,,
Tournament Hall,-,SB+,-,Gold,13.30%,,,,,,,,
Tournament Hall,-,SB+,-,Lightning Rod,13.19%,,,,,,,,
Tournament Hall,-,SB+,-,Dwarf,13.16%,,,,,,,,
Tournament Hall,-,SB+,-,Pugilist,13.07%,,,,,,,,
Tournament Hall,-,SB+,-,Burglar,6.66%,,,,,,,,
Tournament Hall,-,SB+,-,Flying,6.55%,,,,,,,,
Tournament Hall,-,SB+,-,Silvertail,6.46%,,,,,,,,
Tournament Hall,-,SB+,-,Speedy,6.41%,,,,,,,,
Tournament Hall,-,SB+,-,Crown Collector,4.21%,,,,,,,,
Tournament Hall,-,SB+,-,Nibbler,3.28%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bionic,24.39%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Granite,23.66%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Steel,21.10%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Dwarf,10.27%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Zombie,6.62%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Gold,6.48%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Diamond,6.21%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bat,0.93%,,,,,,,,
Town of Digby,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mole,0.34%,,,,,,,,
Town of Digby,-,Limelight,-,Industrious Digger,16.07%,,,,,,,,
Town of Digby,-,Limelight,-,Stone Cutter,14.12%,,,,,,,,
Town of Digby,-,Limelight,-,Demolitions,11.93%,,,,,,,,
Town of Digby,-,Limelight,-,Miner,10.01%,,,,,,,,
Town of Digby,-,Limelight,-,Itty-Bitty Burroughs,9.99%,,,,,,,,
Town of Digby,-,Limelight,-,Rock Muncher,9.77%,,,,,,,,
Town of Digby,-,Limelight,-,Core Sample,9.70%,,,,,,,,
Town of Digby,-,Limelight,-,Lambent Crystal,7.93%,,,,,,,,
Town of Digby,-,Limelight,-,Big Bad Burroughs,5.03%,,,,,,,,
Town of Digby,-,Limelight,-,Subterranean,4.94%,,,,,,,,
Town of Digby,-,Limelight,-,Nugget,0.50%,,,,,,,,
Town of Digby,-,SB+,-,Bionic,24.49%,,,,,,,,
Town of Digby,-,SB+,-,Granite,22.80%,,,,,,,,
Town of Digby,-,SB+,-,Steel,18.30%,,,,,,,,
Town of Digby,-,SB+,-,Zombie,11.57%,,,,,,,,
Town of Digby,-,SB+,-,Dwarf,8.86%,,,,,,,,
Town of Digby,-,SB+,-,Gold,5.47%,,,,,,,,
Town of Digby,-,SB+,-,Diamond,4.65%,,,,,,,,
Town of Digby,-,SB+,-,Mole,1.65%,,,,,,,,
Town of Digby,-,SB+,-,Nibbler,1.06%,,,,,,,,
Town of Digby,-,SB+,-,Bat,0.73%,,,,,,,,
Town of Digby,-,SB+,-,Black Widow,0.44%,,,,,,,,
Town of Gnawnia,-,Brie,-,Pugilist,15.23%,,,,,,,,
Town of Gnawnia,-,Brie,-,Cowardly,11.28%,,,,,,,,
Town of Gnawnia,-,Brie,-,Dwarf,10.55%,,,,,,,,
Town of Gnawnia,-,Brie,-,Brown,8.39%,,,,,,,,
Town of Gnawnia,-,Brie,-,White,8.33%,,,,,,,,
Town of Gnawnia,-,Brie,-,Grey,7.58%,,,,,,,,
Town of Gnawnia,-,Brie,-,Flying,6.82%,,,,,,,,
Town of Gnawnia,-,Brie,-,Speedy,5.84%,,,,,,,,
Town of Gnawnia,-,Brie,-,Longtail,5.33%,,,,,,,,
Town of Gnawnia,-,Brie,-,Granite,3.95%,,,,,,,,
Town of Gnawnia,-,Brie,-,Diamond,3.90%,,,,,,,,
Town of Gnawnia,-,Brie,-,Gold,3.79%,,,,,,,,
Town of Gnawnia,-,Brie,-,Bionic,3.73%,,,,,,,,
Town of Gnawnia,-,Brie,-,Steel,3.63%,,,,,,,,
Town of Gnawnia,-,Brie,-,Zombie,1.65%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,White,20.61%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Grey,18.71%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Brown,18.71%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Cowardly,14.92%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Dwarf,10.75%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Pugilist,2.78%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Gold,2.53%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Diamond,2.28%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Granite,2.28%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Bionic,2.15%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Steel,1.64%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Longtail,1.39%,,,,,,,,
Town of Gnawnia,-,Cheddar,-,Zombie,1.26%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Cowardly,12.73%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Dwarf,11.44%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Pugilist,10.73%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Grey,9.72%,,,,,,,,
Town of Gnawnia,-,Gouda,-,White,8.94%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Brown,8.60%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Longtail,5.21%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Flying,5.18%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Speedy,5.04%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Diamond,4.84%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Gold,4.20%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Steel,4.20%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Granite,4.10%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Bionic,3.35%,,,,,,,,
Town of Gnawnia,-,Gouda,-,Zombie,1.73%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Grey,10.93%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Brown,11.04%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,White,12.24%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Cowardly,35.08%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Dwarf,11.15%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Gold,1.53%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Longtail,5.25%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Diamond,1.42%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Bionic,0.98%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Steel,1.20%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Pugilist,6.56%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Granite,1.75%,,,,,,,,
Town of Gnawnia,-,Marble/Mozzarella,-,Zombie,0.87%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Dwarf,19.35%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Longtail,18.29%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Cowardly,11.25%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Grey,9.56%,,,,,,,,
Town of Gnawnia,-,Swiss,-,White,9.51%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Brown,8.98%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Pugilist,4.78%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Steel,3.91%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Granite,3.91%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Bionic,3.52%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Gold,2.85%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Diamond,2.46%,,,,,,,,
Town of Gnawnia,-,Swiss,-,Zombie,1.64%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Cowardly,34.21%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Dwarf,31.42%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Gold,5.56%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Bionic,5.07%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Longtail,3.93%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Diamond,3.44%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Steel,4.42%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Pugilist,4.58%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Granite,3.44%,,,,,,,,
Town of Gnawnia,-,White Cheddar,-,Zombie,3.93%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Master Burglar,26.03%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Cowardly,14.64%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Dwarf,12.31%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Diamond,11.15%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Gold,10.77%,,,,,,,,
Town of Gnawnia,-,Gilded,-,White,5.06%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Brown,4.90%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Grey,4.80%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Longtail,2.00%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Pugilist,2.00%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Bionic,1.85%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Granite,1.78%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Steel,1.69%,,,,,,,,
Town of Gnawnia,-,Gilded,-,Zombie,1.02%,,,,,,,,
Town of Gnawnia,-,SB+,-,Flying,10.16%,,,,,,,,
Town of Gnawnia,-,SB+,-,Cowardly,9.62%,,,,,,,,
Town of Gnawnia,-,SB+,-,Grey,8.02%,,,,,,,,
Town of Gnawnia,-,SB+,-,Master Burglar,7.98%,,,,,,,,
Town of Gnawnia,-,SB+,-,Brown,7.96%,,,,,,,,
Town of Gnawnia,-,SB+,-,White,7.44%,,,,,,,,
Town of Gnawnia,-,SB+,-,Speedy,5.89%,,,,,,,,
Town of Gnawnia,-,SB+,-,Pugilist,5.34%,,,,,,,,
Town of Gnawnia,-,SB+,-,Nibbler,4.98%,,,,,,,,
Town of Gnawnia,-,SB+,-,Longtail,4.44%,,,,,,,,
Town of Gnawnia,-,SB+,-,Magic,4.16%,,,,,,,,
Town of Gnawnia,-,SB+,-,Steel,3.81%,,,,,,,,
Town of Gnawnia,-,SB+,-,Granite,3.81%,,,,,,,,
Town of Gnawnia,-,SB+,-,Bionic,3.73%,,,,,,,,
Town of Gnawnia,-,SB+,-,Silvertail,3.71%,,,,,,,,
Town of Gnawnia,-,SB+,-,Dwarf,3.48%,,,,,,,,
Town of Gnawnia,-,SB+,-,Gold,2.05%,,,,,,,,
Town of Gnawnia,-,SB+,-,Diamond,1.93%,,,,,,,,
Town of Gnawnia,-,SB+,-,Zombie,0.95%,,,,,,,,
Town of Gnawnia,-,SB+,-,Black Widow,0.54%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Telekinetic Mutant,10.37%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Slimefist,10.37%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Outbreak Assassin,10.21%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Mutant Mongrel,10.04%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Toxic Warrior,9.88%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Sludge Swimmer,8.13%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Mutated Behemoth,6.97%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Sludge Soaker,6.06%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Tentacle,5.56%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Plague Hag,5.31%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Mutant Ninja,5.31%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Biohazard,5.31%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,The Menace,4.73%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,-,Scrap Metal Monster,1.74%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Hazmat,13.96%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Telekinetic Mutant,10.94%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Slimefist,7.92%,,,,,,,,
